Format Version,1.21,Take Name,keyboard_hatra_2,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-11-22 12.47.49 AM,Total Frames in Take,1825,Total Exported Frames,1825,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388"
,,Position,Position,Position
Frame,Time,X,Y,Z
299,2.491667,0.365845,0.341287,1.027219
300,2.500000,0.365845,0.341276,1.027218
301,2.508333,0.365855,0.341279,1.027219
302,2.516667,0.365853,0.341273,1.027220
303,2.525000,0.365849,0.341279,1.027219
304,2.533333,0.365850,0.341280,1.027220
305,2.541667,0.365843,0.341278,1.027214
306,2.550000,0.365848,0.341284,1.027216
307,2.558333,0.365857,0.341283,1.027216
308,2.566667,0.365850,0.341276,1.027216
309,2.575000,0.365847,0.341270,1.027214
310,2.583333,0.365854,0.341275,1.027220
311,2.591667,0.365853,0.341281,1.027217
312,2.600000,0.365850,0.341276,1.027220
313,2.608333,0.365853,0.341273,1.027213
314,2.616667,0.365852,0.341278,1.027212
315,2.625000,0.365845,0.341279,1.027213
316,2.633333,0.365851,0.341281,1.027217
317,2.641667,0.365847,0.341276,1.027212
318,2.650000,0.365849,0.341280,1.027211
319,2.658333,0.365849,0.341279,1.027218
320,2.666667,0.365860,0.341271,1.027217
321,2.675000,0.365846,0.341274,1.027218
322,2.683333,0.365864,0.341262,1.027217
323,2.691667,0.365856,0.341271,1.027221
324,2.700000,0.365864,0.341269,1.027217
325,2.708333,0.365853,0.341268,1.027209
326,2.716667,0.365853,0.341275,1.027215
327,2.725000,0.365856,0.341272,1.027211
328,2.733333,0.365855,0.341273,1.027212
329,2.741667,0.365851,0.341274,1.027210
330,2.750000,0.365856,0.341269,1.027212
331,2.758333,0.365859,0.341271,1.027213
332,2.766667,0.365853,0.341274,1.027219
333,2.775000,0.365863,0.341267,1.027222
334,2.783333,0.365856,0.341272,1.027220
335,2.791667,0.365854,0.341273,1.027215
336,2.800000,0.365849,0.341273,1.027214
337,2.808333,0.365850,0.341273,1.027218
338,2.816667,0.365858,0.341266,1.027215
339,2.825000,0.365849,0.341275,1.027214
340,2.833333,0.365848,0.341283,1.027210
341,2.841667,0.365851,0.341275,1.027218
342,2.850000,0.365855,0.341270,1.027214
343,2.858333,0.365854,0.341276,1.027209
344,2.866667,0.365855,0.341274,1.027214
345,2.875000,0.365848,0.341280,1.027218
346,2.883333,0.365850,0.341274,1.027218
347,2.891667,0.365849,0.341270,1.027212
348,2.900000,0.365868,0.341264,1.027217
349,2.908333,0.365849,0.341274,1.027215
350,2.916667,0.365862,0.341264,1.027218
351,2.925000,0.365849,0.341273,1.027220
352,2.933333,0.365855,0.341277,1.027216
353,2.941667,0.365855,0.341280,1.027219
354,2.950000,0.365848,0.341271,1.027218
355,2.958333,0.365856,0.341274,1.027220
356,2.966667,0.365852,0.341275,1.027214
357,2.975000,0.365851,0.341284,1.027219
358,2.983333,0.365853,0.341277,1.027213
359,2.991667,0.365856,0.341277,1.027222
360,3.000000,0.365851,0.341276,1.027217
361,3.008333,0.365854,0.341274,1.027212
362,3.016667,0.365848,0.341286,1.027217
363,3.025000,0.365847,0.341280,1.027218
364,3.033333,0.365848,0.341271,1.027222
365,3.041667,0.365853,0.341275,1.027217
366,3.050000,0.365860,0.341281,1.027218
367,3.058333,0.365860,0.341274,1.027217
368,3.066667,0.365851,0.341273,1.027219
369,3.075000,0.365848,0.341277,1.027217
370,3.083333,0.365851,0.341282,1.027216
371,3.091667,0.365856,0.341277,1.027217
372,3.100000,0.365859,0.341258,1.027217
373,3.108333,0.365850,0.341278,1.027223
374,3.116667,0.365849,0.341278,1.027216
375,3.125000,0.365847,0.341283,1.027214
376,3.133333,0.365856,0.341274,1.027220
377,3.141667,0.365855,0.341268,1.027219
378,3.150000,0.365855,0.341272,1.027215
379,3.158333,0.365851,0.341276,1.027214
380,3.166667,0.365854,0.341277,1.027213
381,3.175000,0.365851,0.341275,1.027218
382,3.183333,0.365850,0.341276,1.027221
383,3.191667,0.365853,0.341274,1.027222
384,3.200000,0.365857,0.341273,1.027220
385,3.208333,0.365852,0.341279,1.027218
386,3.216667,0.365855,0.341274,1.027223
387,3.225000,0.365857,0.341271,1.027219
388,3.233333,0.365855,0.341273,1.027219
389,3.241667,0.365850,0.341282,1.027219
390,3.250000,0.365857,0.341279,1.027215
