Format Version,1.21,Take Name,mineral_water_elore,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-11-22 01.25.39 PM,Total Frames in Take,1790,Total Exported Frames,1790,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388"
,,Position,Position,Position
Frame,Time,X,Y,Z
465,3.875000,0.367793,0.342402,0.723454
466,3.883333,0.367796,0.342405,0.723457
467,3.891667,0.367794,0.342405,0.723464
468,3.900000,0.367792,0.342399,0.723460
469,3.908333,0.367786,0.342407,0.723457
470,3.916667,0.367793,0.342411,0.723445
471,3.925000,0.367790,0.342411,0.723439
472,3.933333,0.367786,0.342399,0.723439
473,3.941667,0.367789,0.342407,0.723439
474,3.950000,0.367790,0.342408,0.723448
475,3.958333,0.367790,0.342409,0.723449
476,3.966667,0.367788,0.342407,0.723458
477,3.975000,0.367785,0.342401,0.723458
478,3.983333,0.367793,0.342397,0.723462
479,3.991667,0.367788,0.342409,0.723461
480,4.000000,0.367790,0.342407,0.723456
481,4.008333,0.367786,0.342402,0.723459
482,4.016667,0.367787,0.342396,0.723455
483,4.025000,0.367787,0.342405,0.723449
484,4.033333,0.367785,0.342404,0.723447
485,4.041667,0.367788,0.342406,0.723449
486,4.050000,0.367790,0.342400,0.723454
487,4.058333,0.367786,0.342399,0.723458
488,4.066667,0.367790,0.342405,0.723456
489,4.075000,0.367784,0.342398,0.723465
490,4.083333,0.367786,0.342398,0.723461
491,4.091667,0.367786,0.342394,0.723452
492,4.100000,0.367789,0.342389,0.723452
493,4.108333,0.367785,0.342400,0.723453
494,4.116667,0.367784,0.342393,0.723462
495,4.125000,0.367787,0.342388,0.723466
496,4.133333,0.367786,0.342389,0.723464
497,4.141667,0.367794,0.342389,0.723465
498,4.150000,0.367784,0.342388,0.723470
499,4.158333,0.367781,0.342389,0.723477
500,4.166667,0.367781,0.342391,0.723472
501,4.175000,0.367788,0.342388,0.723475
502,4.183333,0.367780,0.342397,0.723466
503,4.191667,0.367781,0.342390,0.723464
504,4.200000,0.367776,0.342391,0.723466
505,4.208333,0.367785,0.342388,0.723468
506,4.216667,0.367780,0.342393,0.723472
507,4.225000,0.367777,0.342391,0.723470
508,4.233333,0.367771,0.342391,0.723477
509,4.241667,0.367784,0.342383,0.723478
510,4.250000,0.367774,0.342388,0.723483
511,4.258333,0.367777,0.342389,0.723482
512,4.266667,0.367768,0.342393,0.723483
513,4.275000,0.367775,0.342385,0.723475
514,4.283333,0.367774,0.342388,0.723480
515,4.291667,0.367775,0.342388,0.723473
516,4.300000,0.367770,0.342389,0.723483
517,4.308333,0.367767,0.342383,0.723480
518,4.316667,0.367774,0.342386,0.723492
519,4.325000,0.367772,0.342388,0.723491
520,4.333333,0.367774,0.342383,0.723498
521,4.341667,0.367769,0.342382,0.723507
522,4.350000,0.367769,0.342379,0.723506
523,4.358333,0.367766,0.342391,0.723504
524,4.366667,0.367758,0.342386,0.723503
525,4.375000,0.367763,0.342381,0.723503
526,4.383333,0.367765,0.342378,0.723507
527,4.391667,0.367763,0.342392,0.723508
528,4.400000,0.367763,0.342388,0.723514
529,4.408333,0.367762,0.342380,0.723516
530,4.416667,0.367762,0.342373,0.723521
531,4.425000,0.367774,0.342379,0.723514
532,4.433333,0.367767,0.342394,0.723514
533,4.441667,0.367767,0.342391,0.723518
534,4.450000,0.367764,0.342377,0.723518
535,4.458333,0.367755,0.342388,0.723522
536,4.466667,0.367758,0.342394,0.723523
537,4.475000,0.367757,0.342393,0.723526
538,4.483333,0.367759,0.342380,0.723536
539,4.491667,0.367746,0.342385,0.723546
540,4.500000,0.367745,0.342386,0.723567
541,4.508333,0.367752,0.342401,0.723582
542,4.516667,0.367754,0.342395,0.723613
543,4.525000,0.367751,0.342403,0.723656
544,4.533333,0.367748,0.342417,0.723704
545,4.541667,0.367756,0.342423,0.723775
546,4.550000,0.367772,0.342428,0.723875
547,4.558333,0.367785,0.342449,0.723994
548,4.566667,0.367788,0.342457,0.724134
549,4.575000,0.367801,0.342469,0.724315
550,4.583333,0.367819,0.342468,0.724539
551,4.591667,0.367811,0.342460,0.724836
552,4.600000,0.367805,0.342428,0.725153
553,4.608333,0.367819,0.342413,0.725476
554,4.616667,0.367833,0.342396,0.725866
555,4.625000,0.367861,0.342383,0.726247
556,4.633333,0.367874,0.342395,0.726582
557,4.641667,0.367873,0.342391,0.726975
558,4.650000,0.367888,0.342420,0.727314
559,4.658333,0.367904,0.342438,0.727653
560,4.666667,0.367911,0.342431,0.728037
561,4.675000,0.367950,0.342425,0.728460
562,4.683333,0.367955,0.342427,0.728908
563,4.691667,0.367964,0.342450,0.729436
564,4.700000,0.367939,0.342426,0.729967
565,4.708333,0.367960,0.342403,0.730529
566,4.716667,0.367957,0.342382,0.731051
567,4.725000,0.367953,0.342362,0.731552
568,4.733333,0.367960,0.342387,0.732013
